X,Y,id,left,top,right,bottom,sent_compound_count,sent_compound_mean
1374032.6895177,5689182.84198866,1002,1374007.6895177,5689207.84198866,1374057.6895177,5689157.84198866,,0.0
1374032.6895177,5689132.84198866,1003,1374007.6895177,5689157.84198866,1374057.6895177,5689107.84198866,,0.0
1374032.6895177,5689082.84198866,1004,1374007.6895177,5689107.84198866,1374057.6895177,5689057.84198866,,0.0
1374032.6895177,5689032.84198866,1005,1374007.6895177,5689057.84198866,1374057.6895177,5689007.84198866,,0.0
1374032.6895177,5688982.84198866,1006,1374007.6895177,5689007.84198866,1374057.6895177,5688957.84198866,,0.0
1374032.6895177,5688932.84198866,1007,1374007.6895177,5688957.84198866,1374057.6895177,5688907.84198866,,0.0
1374032.6895177,5688882.84198866,1008,1374007.6895177,5688907.84198866,1374057.6895177,5688857.84198866,,0.0
1374082.6895177,5691632.84198866,1009,1374057.6895177,5691657.84198866,1374107.6895177,5691607.84198866,,0.0
1374082.6895177,5691582.84198866,1010,1374057.6895177,5691607.84198866,1374107.6895177,5691557.84198866,,0.0
1374082.6895177,5691532.84198866,1011,1374057.6895177,5691557.84198866,1374107.6895177,5691507.84198866,,0.0
1374082.6895177,5691482.84198866,1012,1374057.6895177,5691507.84198866,1374107.6895177,5691457.84198866,,0.0
1374082.6895177,5691432.84198866,1013,1374057.6895177,5691457.84198866,1374107.6895177,5691407.84198866,,0.0
1374082.6895177,5691382.84198866,1014,1374057.6895177,5691407.84198866,1374107.6895177,5691357.84198866,,0.0
1374082.6895177,5691332.84198866,1015,1374057.6895177,5691357.84198866,1374107.6895177,5691307.84198866,,0.0
1374082.6895177,5691282.84198866,1016,1374057.6895177,5691307.84198866,1374107.6895177,5691257.84198866,,0.0
1374082.6895177,5691232.84198866,1017,1374057.6895177,5691257.84198866,1374107.6895177,5691207.84198866,1.0,-0.659067
1374082.6895177,5691182.84198866,1018,1374057.6895177,5691207.84198866,1374107.6895177,5691157.84198866,,0.0
1374082.6895177,5691132.84198866,1019,1374057.6895177,5691157.84198866,1374107.6895177,5691107.84198866,,0.0
1374082.6895177,5691082.84198866,1020,1374057.6895177,5691107.84198866,1374107.6895177,5691057.84198866,,0.0
1374082.6895177,5691032.84198866,1021,1374057.6895177,5691057.84198866,1374107.6895177,5691007.84198866,,0.0
1374082.6895177,5690982.84198866,1022,1374057.6895177,5691007.84198866,1374107.6895177,5690957.84198866,,0.0
1374082.6895177,5690932.84198866,1023,1374057.6895177,5690957.84198866,1374107.6895177,5690907.84198866,,0.0
1374082.6895177,5690882.84198866,1024,1374057.6895177,5690907.84198866,1374107.6895177,5690857.84198866,,0.0
1374082.6895177,5690832.84198866,1025,1374057.6895177,5690857.84198866,1374107.6895177,5690807.84198866,1.0,0.92135
1374082.6895177,5690782.84198866,1026,1374057.6895177,5690807.84198866,1374107.6895177,5690757.84198866,,0.0
1374082.6895177,5690732.84198866,1027,1374057.6895177,5690757.84198866,1374107.6895177,5690707.84198866,,0.0
1374082.6895177,5690682.84198866,1028,1374057.6895177,5690707.84198866,1374107.6895177,5690657.84198866,,0.0
1374082.6895177,5690632.84198866,1029,1374057.6895177,5690657.84198866,1374107.6895177,5690607.84198866,,0.0
1374082.6895177,5690582.84198866,1030,1374057.6895177,5690607.84198866,1374107.6895177,5690557.84198866,,0.0
1374082.6895177,5690532.84198866,1031,1374057.6895177,5690557.84198866,1374107.6895177,5690507.84198866,,0.0
1374082.6895177,5690482.84198866,1032,1374057.6895177,5690507.84198866,1374107.6895177,5690457.84198866,,0.0
1374082.6895177,5690432.84198866,1033,1374057.6895177,5690457.84198866,1374107.6895177,5690407.84198866,1.0,0.9687
1374082.6895177,5690382.84198866,1034,1374057.6895177,5690407.84198866,1374107.6895177,5690357.84198866,1.0,0.938863
1374082.6895177,5690332.84198866,1035,1374057.6895177,5690357.84198866,1374107.6895177,5690307.84198866,,0.0
1374082.6895177,5690282.84198866,1036,1374057.6895177,5690307.84198866,1374107.6895177,5690257.84198866,,0.0
1374082.6895177,5690232.84198866,1037,1374057.6895177,5690257.84198866,1374107.6895177,5690207.84198866,,0.0
1374082.6895177,5690182.84198866,1038,1374057.6895177,5690207.84198866,1374107.6895177,5690157.84198866,,0.0
1374082.6895177,5690132.84198866,1039,1374057.6895177,5690157.84198866,1374107.6895177,5690107.84198866,,0.0
1374082.6895177,5690082.84198866,1040,1374057.6895177,5690107.84198866,1374107.6895177,5690057.84198866,,0.0
1374082.6895177,5690032.84198866,1041,1374057.6895177,5690057.84198866,1374107.6895177,5690007.84198866,,0.0
1374082.6895177,5689982.84198866,1042,1374057.6895177,5690007.84198866,1374107.6895177,5689957.84198866,,0.0
1374082.6895177,5689932.84198866,1043,1374057.6895177,5689957.84198866,1374107.6895177,5689907.84198866,,0.0
1374082.6895177,5689882.84198866,1044,1374057.6895177,5689907.84198866,1374107.6895177,5689857.84198866,,0.0
1374082.6895177,5689832.84198866,1045,1374057.6895177,5689857.84198866,1374107.6895177,5689807.84198866,,0.0
1374082.6895177,5689782.84198866,1046,1374057.6895177,5689807.84198866,1374107.6895177,5689757.84198866,,0.0
1374082.6895177,5689732.84198866,1047,1374057.6895177,5689757.84198866,1374107.6895177,5689707.84198866,,0.0
1374082.6895177,5689682.84198866,1048,1374057.6895177,5689707.84198866,1374107.6895177,5689657.84198866,,0.0
1374082.6895177,5689632.84198866,1049,1374057.6895177,5689657.84198866,1374107.6895177,5689607.84198866,,0.0
1374082.6895177,5689582.84198866,1050,1374057.6895177,5689607.84198866,1374107.6895177,5689557.84198866,,0.0
1374082.6895177,5689532.84198866,1051,1374057.6895177,5689557.84198866,1374107.6895177,5689507.84198866,,0.0
1374082.6895177,5689482.84198866,1052,1374057.6895177,5689507.84198866,1374107.6895177,5689457.84198866,,0.0
1374082.6895177,5689432.84198866,1053,1374057.6895177,5689457.84198866,1374107.6895177,5689407.84198866,,0.0
1374082.6895177,5689382.84198866,1054,1374057.6895177,5689407.84198866,1374107.6895177,5689357.84198866,,0.0
1374082.6895177,5689332.84198866,1055,1374057.6895177,5689357.84198866,1374107.6895177,5689307.84198866,,0.0
1374082.6895177,5689282.84198866,1056,1374057.6895177,5689307.84198866,1374107.6895177,5689257.84198866,,0.0
1374082.6895177,5689232.84198866,1057,1374057.6895177,5689257.84198866,1374107.6895177,5689207.84198866,,0.0
1374082.6895177,5689182.84198866,1058,1374057.6895177,5689207.84198866,1374107.6895177,5689157.84198866,,0.0
1374082.6895177,5689132.84198866,1059,1374057.6895177,5689157.84198866,1374107.6895177,5689107.84198866,,0.0
1374082.6895177,5689082.84198866,1060,1374057.6895177,5689107.84198866,1374107.6895177,5689057.84198866,,0.0
1374082.6895177,5689032.84198866,1061,1374057.6895177,5689057.84198866,1374107.6895177,5689007.84198866,,0.0
1374082.6895177,5688982.84198866,1062,1374057.6895177,5689007.84198866,1374107.6895177,5688957.84198866,,0.0
1374082.6895177,5688932.84198866,1063,1374057.6895177,5688957.84198866,1374107.6895177,5688907.84198866,,0.0
1374082.6895177,5688882.84198866,1064,1374057.6895177,5688907.84198866,1374107.6895177,5688857.84198866,,0.0
1374132.6895177,5691632.84198866,1065,1374107.6895177,5691657.84198866,1374157.6895177,5691607.84198866,,0.0
1374132.6895177,5691582.84198866,1066,1374107.6895177,5691607.84198866,1374157.6895177,5691557.84198866,,0.0
1374132.6895177,5691532.84198866,1067,1374107.6895177,5691557.84198866,1374157.6895177,5691507.84198866,,0.0
1374132.6895177,5691482.84198866,1068,1374107.6895177,5691507.84198866,1374157.6895177,5691457.84198866,,0.0
1374132.6895177,5691432.84198866,1069,1374107.6895177,5691457.84198866,1374157.6895177,5691407.84198866,,0.0
1374132.6895177,5691382.84198866,1070,1374107.6895177,5691407.84198866,1374157.6895177,5691357.84198866,,0.0
1374132.6895177,5691332.84198866,1071,1374107.6895177,5691357.84198866,1374157.6895177,5691307.84198866,,0.0
1374132.6895177,5691282.84198866,1072,1374107.6895177,5691307.84198866,1374157.6895177,5691257.84198866,,0.0
1374132.6895177,5691232.84198866,1073,1374107.6895177,5691257.84198866,1374157.6895177,5691207.84198866,,0.0
1374132.6895177,5691182.84198866,1074,1374107.6895177,5691207.84198866,1374157.6895177,5691157.84198866,,0.0
1374132.6895177,5691132.84198866,1075,1374107.6895177,5691157.84198866,1374157.6895177,5691107.84198866,,0.0
1374132.6895177,5691082.84198866,1076,1374107.6895177,5691107.84198866,1374157.6895177,5691057.84198866,,0.0
1374132.6895177,5691032.84198866,1077,1374107.6895177,5691057.84198866,1374157.6895177,5691007.84198866,,0.0
1374132.6895177,5690982.84198866,1078,1374107.6895177,5691007.84198866,1374157.6895177,5690957.84198866,,0.0
1374132.6895177,5690932.84198866,1079,1374107.6895177,5690957.84198866,1374157.6895177,5690907.84198866,,0.0
1374132.6895177,5690882.84198866,1080,1374107.6895177,5690907.84198866,1374157.6895177,5690857.84198866,,0.0
1374132.6895177,5690832.84198866,1081,1374107.6895177,5690857.84198866,1374157.6895177,5690807.84198866,,0.0
1374132.6895177,5690782.84198866,1082,1374107.6895177,5690807.84198866,1374157.6895177,5690757.84198866,,0.0
1374132.6895177,5690732.84198866,1083,1374107.6895177,5690757.84198866,1374157.6895177,5690707.84198866,,0.0
1374132.6895177,5690682.84198866,1084,1374107.6895177,5690707.84198866,1374157.6895177,5690657.84198866,,0.0
1374132.6895177,5690632.84198866,1085,1374107.6895177,5690657.84198866,1374157.6895177,5690607.84198866,,0.0
1374132.6895177,5690582.84198866,1086,1374107.6895177,5690607.84198866,1374157.6895177,5690557.84198866,,0.0
1374132.6895177,5690532.84198866,1087,1374107.6895177,5690557.84198866,1374157.6895177,5690507.84198866,,0.0
1374132.6895177,5690482.84198866,1088,1374107.6895177,5690507.84198866,1374157.6895177,5690457.84198866,,0.0
1374132.6895177,5690432.84198866,1089,1374107.6895177,5690457.84198866,1374157.6895177,5690407.84198866,,0.0
1374132.6895177,5690382.84198866,1090,1374107.6895177,5690407.84198866,1374157.6895177,5690357.84198866,1.0,0.8793
1374132.6895177,5690332.84198866,1091,1374107.6895177,5690357.84198866,1374157.6895177,5690307.84198866,,0.0
1374132.6895177,5690282.84198866,1092,1374107.6895177,5690307.84198866,1374157.6895177,5690257.84198866,,0.0
1374132.6895177,5690232.84198866,1093,1374107.6895177,5690257.84198866,1374157.6895177,5690207.84198866,,0.0
1374132.6895177,5690182.84198866,1094,1374107.6895177,5690207.84198866,1374157.6895177,5690157.84198866,,0.0
1374132.6895177,5690132.84198866,1095,1374107.6895177,5690157.84198866,1374157.6895177,5690107.84198866,1.0,0.464514
1374132.6895177,5690082.84198866,1096,1374107.6895177,5690107.84198866,1374157.6895177,5690057.84198866,,0.0
1374132.6895177,5690032.84198866,1097,1374107.6895177,5690057.84198866,1374157.6895177,5690007.84198866,,0.0
1374132.6895177,5689982.84198866,1098,1374107.6895177,5690007.84198866,1374157.6895177,5689957.84198866,,0.0
1374132.6895177,5689932.84198866,1099,1374107.6895177,5689957.84198866,1374157.6895177,5689907.84198866,,0.0
1374132.6895177,5689882.84198866,1100,1374107.6895177,5689907.84198866,1374157.6895177,5689857.84198866,,0.0
1374132.6895177,5689832.84198866,1101,1374107.6895177,5689857.84198866,1374157.6895177,5689807.84198866,,0.0
1374132.6895177,5689782.84198866,1102,1374107.6895177,5689807.84198866,1374157.6895177,5689757.84198866,,0.0
1374132.6895177,5689732.84198866,1103,1374107.6895177,5689757.84198866,1374157.6895177,5689707.84198866,,0.0
1374132.6895177,5689682.84198866,1104,1374107.6895177,5689707.84198866,1374157.6895177,5689657.84198866,,0.0
1374132.6895177,5689632.84198866,1105,1374107.6895177,5689657.84198866,1374157.6895177,5689607.84198866,,0.0
1374132.6895177,5689582.84198866,1106,1374107.6895177,5689607.84198866,1374157.6895177,5689557.84198866,,0.0
1374132.6895177,5689532.84198866,1107,1374107.6895177,5689557.84198866,1374157.6895177,5689507.84198866,,0.0
1374132.6895177,5689482.84198866,1108,1374107.6895177,5689507.84198866,1374157.6895177,5689457.84198866,,0.0
1374132.6895177,5689432.84198866,1109,1374107.6895177,5689457.84198866,1374157.6895177,5689407.84198866,,0.0
1374132.6895177,5689382.84198866,1110,1374107.6895177,5689407.84198866,1374157.6895177,5689357.84198866,,0.0
1374132.6895177,5689332.84198866,1111,1374107.6895177,5689357.84198866,1374157.6895177,5689307.84198866,,0.0
1374132.6895177,5689282.84198866,1112,1374107.6895177,5689307.84198866,1374157.6895177,5689257.84198866,,0.0
1374132.6895177,5689232.84198866,1113,1374107.6895177,5689257.84198866,1374157.6895177,5689207.84198866,,0.0
1374132.6895177,5689182.84198866,1114,1374107.6895177,5689207.84198866,1374157.6895177,5689157.84198866,,0.0
1374132.6895177,5689132.84198866,1115,1374107.6895177,5689157.84198866,1374157.6895177,5689107.84198866,,0.0
1374132.6895177,5689082.84198866,1116,1374107.6895177,5689107.84198866,1374157.6895177,5689057.84198866,,0.0
1374132.6895177,5689032.84198866,1117,1374107.6895177,5689057.84198866,1374157.6895177,5689007.84198866,,0.0
1374132.6895177,5688982.84198866,1118,1374107.6895177,5689007.84198866,1374157.6895177,5688957.84198866,,0.0
1374132.6895177,5688932.84198866,1119,1374107.6895177,5688957.84198866,1374157.6895177,5688907.84198866,,0.0
1374132.6895177,5688882.84198866,1120,1374107.6895177,5688907.84198866,1374157.6895177,5688857.84198866,,0.0
1374182.6895177,5691632.84198866,1121,1374157.6895177,5691657.84198866,1374207.6895177,5691607.84198866,,0.0
1374182.6895177,5691582.84198866,1122,1374157.6895177,5691607.84198866,1374207.6895177,5691557.84198866,,0.0
1374182.6895177,5691532.84198866,1123,1374157.6895177,5691557.84198866,1374207.6895177,5691507.84198866,,0.0
1374182.6895177,5691482.84198866,1124,1374157.6895177,5691507.84198866,1374207.6895177,5691457.84198866,,0.0
1374182.6895177,5691432.84198866,1125,1374157.6895177,5691457.84198866,1374207.6895177,5691407.84198866,,0.0
1374182.6895177,5691382.84198866,1126,1374157.6895177,5691407.84198866,1374207.6895177,5691357.84198866,,0.0
1374182.6895177,5691332.84198866,1127,1374157.6895177,5691357.84198866,1374207.6895177,5691307.84198866,,0.0
1374182.6895177,5691282.84198866,1128,1374157.6895177,5691307.84198866,1374207.6895177,5691257.84198866,,0.0
1374182.6895177,5691232.84198866,1129,1374157.6895177,5691257.84198866,1374207.6895177,5691207.84198866,,0.0
1374182.6895177,5691182.84198866,1130,1374157.6895177,5691207.84198866,1374207.6895177,5691157.84198866,1.0,0.284013
1374182.6895177,5691132.84198866,1131,1374157.6895177,5691157.84198866,1374207.6895177,5691107.84198866,,0.0
1374182.6895177,5691082.84198866,1132,1374157.6895177,5691107.84198866,1374207.6895177,5691057.84198866,,0.0
1374182.6895177,5691032.84198866,1133,1374157.6895177,5691057.84198866,1374207.6895177,5691007.84198866,,0.0
1374182.6895177,5690982.84198866,1134,1374157.6895177,5691007.84198866,1374207.6895177,5690957.84198866,,0.0
1374182.6895177,5690932.84198866,1135,1374157.6895177,5690957.84198866,1374207.6895177,5690907.84198866,,0.0
1374182.6895177,5690882.84198866,1136,1374157.6895177,5690907.84198866,1374207.6895177,5690857.84198866,,0.0
1374182.6895177,5690832.84198866,1137,1374157.6895177,5690857.84198866,1374207.6895177,5690807.84198866,,0.0
1374182.6895177,5690782.84198866,1138,1374157.6895177,5690807.84198866,1374207.6895177,5690757.84198866,,0.0
1374182.6895177,5690732.84198866,1139,1374157.6895177,5690757.84198866,1374207.6895177,5690707.84198866,,0.0
1374182.6895177,5690682.84198866,1140,1374157.6895177,5690707.84198866,1374207.6895177,5690657.84198866,,0.0
1374182.6895177,5690632.84198866,1141,1374157.6895177,5690657.84198866,1374207.6895177,5690607.84198866,,0.0
1374182.6895177,5690582.84198866,1142,1374157.6895177,5690607.84198866,1374207.6895177,5690557.84198866,,0.0
1374182.6895177,5690532.84198866,1143,1374157.6895177,5690557.84198866,1374207.6895177,5690507.84198866,,0.0
1374182.6895177,5690482.84198866,1144,1374157.6895177,5690507.84198866,1374207.6895177,5690457.84198866,,0.0
1374182.6895177,5690432.84198866,1145,1374157.6895177,5690457.84198866,1374207.6895177,5690407.84198866,,0.0
1374182.6895177,5690382.84198866,1146,1374157.6895177,5690407.84198866,1374207.6895177,5690357.84198866,,0.0
1374182.6895177,5690332.84198866,1147,1374157.6895177,5690357.84198866,1374207.6895177,5690307.84198866,,0.0
1374182.6895177,5690282.84198866,1148,1374157.6895177,5690307.84198866,1374207.6895177,5690257.84198866,,0.0
1374182.6895177,5690232.84198866,1149,1374157.6895177,5690257.84198866,1374207.6895177,5690207.84198866,,0.0
1374182.6895177,5690182.84198866,1150,1374157.6895177,5690207.84198866,1374207.6895177,5690157.84198866,,0.0
1374182.6895177,5690132.84198866,1151,1374157.6895177,5690157.84198866,1374207.6895177,5690107.84198866,,0.0
1374182.6895177,5690082.84198866,1152,1374157.6895177,5690107.84198866,1374207.6895177,5690057.84198866,,0.0
1374182.6895177,5690032.84198866,1153,1374157.6895177,5690057.84198866,1374207.6895177,5690007.84198866,,0.0
1374182.6895177,5689982.84198866,1154,1374157.6895177,5690007.84198866,1374207.6895177,5689957.84198866,,0.0
1374182.6895177,5689932.84198866,1155,1374157.6895177,5689957.84198866,1374207.6895177,5689907.84198866,,0.0
1374182.6895177,5689882.84198866,1156,1374157.6895177,5689907.84198866,1374207.6895177,5689857.84198866,,0.0
1374182.6895177,5689832.84198866,1157,1374157.6895177,5689857.84198866,1374207.6895177,5689807.84198866,,0.0
1374182.6895177,5689782.84198866,1158,1374157.6895177,5689807.84198866,1374207.6895177,5689757.84198866,,0.0
1374182.6895177,5689732.84198866,1159,1374157.6895177,5689757.84198866,1374207.6895177,5689707.84198866,,0.0
1374182.6895177,5689682.84198866,1160,1374157.6895177,5689707.84198866,1374207.6895177,5689657.84198866,,0.0
1374182.6895177,5689632.84198866,1161,1374157.6895177,5689657.84198866,1374207.6895177,5689607.84198866,,0.0
1374182.6895177,5689582.84198866,1162,1374157.6895177,5689607.84198866,1374207.6895177,5689557.84198866,,0.0
1374182.6895177,5689532.84198866,1163,1374157.6895177,5689557.84198866,1374207.6895177,5689507.84198866,,0.0
1374182.6895177,5689482.84198866,1164,1374157.6895177,5689507.84198866,1374207.6895177,5689457.84198866,,0.0
1374182.6895177,5689432.84198866,1165,1374157.6895177,5689457.84198866,1374207.6895177,5689407.84198866,,0.0
1374182.6895177,5689382.84198866,1166,1374157.6895177,5689407.84198866,1374207.6895177,5689357.84198866,,0.0
1374182.6895177,5689332.84198866,1167,1374157.6895177,5689357.84198866,1374207.6895177,5689307.84198866,,0.0
1374182.6895177,5689282.84198866,1168,1374157.6895177,5689307.84198866,1374207.6895177,5689257.84198866,,0.0
1374182.6895177,5689232.84198866,1169,1374157.6895177,5689257.84198866,1374207.6895177,5689207.84198866,,0.0
1374182.6895177,5689182.84198866,1170,1374157.6895177,5689207.84198866,1374207.6895177,5689157.84198866,,0.0
1374182.6895177,5689132.84198866,1171,1374157.6895177,5689157.84198866,1374207.6895177,5689107.84198866,,0.0
1374182.6895177,5689082.84198866,1172,1374157.6895177,5689107.84198866,1374207.6895177,5689057.84198866,,0.0
1374182.6895177,5689032.84198866,1173,1374157.6895177,5689057.84198866,1374207.6895177,5689007.84198866,,0.0
1374182.6895177,5688982.84198866,1174,1374157.6895177,5689007.84198866,1374207.6895177,5688957.84198866,,0.0
1374182.6895177,5688932.84198866,1175,1374157.6895177,5688957.84198866,1374207.6895177,5688907.84198866,,0.0
1374182.6895177,5688882.84198866,1176,1374157.6895177,5688907.84198866,1374207.6895177,5688857.84198866,,0.0
1374232.6895177,5691632.84198866,1177,1374207.6895177,5691657.84198866,1374257.6895177,5691607.84198866,,0.0
1374232.6895177,5691582.84198866,1178,1374207.6895177,5691607.84198866,1374257.6895177,5691557.84198866,,0.0
1374232.6895177,5691532.84198866,1179,1374207.6895177,5691557.84198866,1374257.6895177,5691507.84198866,,0.0
1374232.6895177,5691482.84198866,1180,1374207.6895177,5691507.84198866,1374257.6895177,5691457.84198866,,0.0
1374232.6895177,5691432.84198866,1181,1374207.6895177,5691457.84198866,1374257.6895177,5691407.84198866,,0.0
1374232.6895177,5691382.84198866,1182,1374207.6895177,5691407.84198866,1374257.6895177,5691357.84198866,,0.0
1374232.6895177,5691332.84198866,1183,1374207.6895177,5691357.84198866,1374257.6895177,5691307.84198866,,0.0
1374232.6895177,5691282.84198866,1184,1374207.6895177,5691307.84198866,1374257.6895177,5691257.84198866,,0.0
1374232.6895177,5691232.84198866,1185,1374207.6895177,5691257.84198866,1374257.6895177,5691207.84198866,,0.0
1374232.6895177,5691182.84198866,1186,1374207.6895177,5691207.84198866,1374257.6895177,5691157.84198866,,0.0
1374232.6895177,5691132.84198866,1187,1374207.6895177,5691157.84198866,1374257.6895177,5691107.84198866,,0.0
1374232.6895177,5691082.84198866,1188,1374207.6895177,5691107.84198866,1374257.6895177,5691057.84198866,,0.0
1374232.6895177,5691032.84198866,1189,1374207.6895177,5691057.84198866,1374257.6895177,5691007.84198866,,0.0
1374232.6895177,5690982.84198866,1190,1374207.6895177,5691007.84198866,1374257.6895177,5690957.84198866,,0.0
1374232.6895177,5690932.84198866,1191,1374207.6895177,5690957.84198866,1374257.6895177,5690907.84198866,,0.0
1374232.6895177,5690882.84198866,1192,1374207.6895177,5690907.84198866,1374257.6895177,5690857.84198866,,0.0
1374232.6895177,5690832.84198866,1193,1374207.6895177,5690857.84198866,1374257.6895177,5690807.84198866,,0.0
1374232.6895177,5690782.84198866,1194,1374207.6895177,5690807.84198866,1374257.6895177,5690757.84198866,,0.0
1374232.6895177,5690732.84198866,1195,1374207.6895177,5690757.84198866,1374257.6895177,5690707.84198866,,0.0
1374232.6895177,5690682.84198866,1196,1374207.6895177,5690707.84198866,1374257.6895177,5690657.84198866,,0.0
1374232.6895177,5690632.84198866,1197,1374207.6895177,5690657.84198866,1374257.6895177,5690607.84198866,,0.0
1374232.6895177,5690582.84198866,1198,1374207.6895177,5690607.84198866,1374257.6895177,5690557.84198866,,0.0
1374232.6895177,5690532.84198866,1199,1374207.6895177,5690557.84198866,1374257.6895177,5690507.84198866,,0.0
1374232.6895177,5690482.84198866,1200,1374207.6895177,5690507.84198866,1374257.6895177,5690457.84198866,,0.0
1374232.6895177,5690432.84198866,1201,1374207.6895177,5690457.84198866,1374257.6895177,5690407.84198866,,0.0
1374232.6895177,5690382.84198866,1202,1374207.6895177,5690407.84198866,1374257.6895177,5690357.84198866,2.0,0.894661
1374232.6895177,5690332.84198866,1203,1374207.6895177,5690357.84198866,1374257.6895177,5690307.84198866,,0.0
1374232.6895177,5690282.84198866,1204,1374207.6895177,5690307.84198866,1374257.6895177,5690257.84198866,,0.0
1374232.6895177,5690232.84198866,1205,1374207.6895177,5690257.84198866,1374257.6895177,5690207.84198866,,0.0
1374232.6895177,5690182.84198866,1206,1374207.6895177,5690207.84198866,1374257.6895177,5690157.84198866,,0.0
1374232.6895177,5690132.84198866,1207,1374207.6895177,5690157.84198866,1374257.6895177,5690107.84198866,,0.0
1374232.6895177,5690082.84198866,1208,1374207.6895177,5690107.84198866,1374257.6895177,5690057.84198866,,0.0
1374232.6895177,5690032.84198866,1209,1374207.6895177,5690057.84198866,1374257.6895177,5690007.84198866,,0.0
1374232.6895177,5689982.84198866,1210,1374207.6895177,5690007.84198866,1374257.6895177,5689957.84198866,,0.0
1374232.6895177,5689932.84198866,1211,1374207.6895177,5689957.84198866,1374257.6895177,5689907.84198866,,0.0
1374232.6895177,5689882.84198866,1212,1374207.6895177,5689907.84198866,1374257.6895177,5689857.84198866,,0.0
1374232.6895177,5689832.84198866,1213,1374207.6895177,5689857.84198866,1374257.6895177,5689807.84198866,,0.0
1374232.6895177,5689782.84198866,1214,1374207.6895177,5689807.84198866,1374257.6895177,5689757.84198866,,0.0
1374232.6895177,5689732.84198866,1215,1374207.6895177,5689757.84198866,1374257.6895177,5689707.84198866,,0.0
1374232.6895177,5689682.84198866,1216,1374207.6895177,5689707.84198866,1374257.6895177,5689657.84198866,,0.0
1374232.6895177,5689632.84198866,1217,1374207.6895177,5689657.84198866,1374257.6895177,5689607.84198866,,0.0
1374232.6895177,5689582.84198866,1218,1374207.6895177,5689607.84198866,1374257.6895177,5689557.84198866,,0.0
1374232.6895177,5689532.84198866,1219,1374207.6895177,5689557.84198866,1374257.6895177,5689507.84198866,,0.0
1374232.6895177,5689482.84198866,1220,1374207.6895177,5689507.84198866,1374257.6895177,5689457.84198866,,0.0
1374232.6895177,5689432.84198866,1221,1374207.6895177,5689457.84198866,1374257.6895177,5689407.84198866,,0.0
1374232.6895177,5689382.84198866,1222,1374207.6895177,5689407.84198866,1374257.6895177,5689357.84198866,,0.0
1374232.6895177,5689332.84198866,1223,1374207.6895177,5689357.84198866,1374257.6895177,5689307.84198866,,0.0
1374232.6895177,5689282.84198866,1224,1374207.6895177,5689307.84198866,1374257.6895177,5689257.84198866,,0.0
1374232.6895177,5689232.84198866,1225,1374207.6895177,5689257.84198866,1374257.6895177,5689207.84198866,,0.0
1374232.6895177,5689182.84198866,1226,1374207.6895177,5689207.84198866,1374257.6895177,5689157.84198866,,0.0
1374232.6895177,5689132.84198866,1227,1374207.6895177,5689157.84198866,1374257.6895177,5689107.84198866,,0.0
1374232.6895177,5689082.84198866,1228,1374207.6895177,5689107.84198866,1374257.6895177,5689057.84198866,,0.0
1374232.6895177,5689032.84198866,1229,1374207.6895177,5689057.84198866,1374257.6895177,5689007.84198866,,0.0
1374232.6895177,5688982.84198866,1230,1374207.6895177,5689007.84198866,1374257.6895177,5688957.84198866,,0.0
1374232.6895177,5688932.84198866,1231,1374207.6895177,5688957.84198866,1374257.6895177,5688907.84198866,,0.0
1374232.6895177,5688882.84198866,1232,1374207.6895177,5688907.84198866,1374257.6895177,5688857.84198866,,0.0
1374282.6895177,5691632.84198866,1233,1374257.6895177,5691657.84198866,1374307.6895177,5691607.84198866,,0.0
1374282.6895177,5691582.84198866,1234,1374257.6895177,5691607.84198866,1374307.6895177,5691557.84198866,,0.0
1374282.6895177,5691532.84198866,1235,1374257.6895177,5691557.84198866,1374307.6895177,5691507.84198866,,0.0
1374282.6895177,5691482.84198866,1236,1374257.6895177,5691507.84198866,1374307.6895177,5691457.84198866,,0.0
1374282.6895177,5691432.84198866,1237,1374257.6895177,5691457.84198866,1374307.6895177,5691407.84198866,,0.0
1374282.6895177,5691382.84198866,1238,1374257.6895177,5691407.84198866,1374307.6895177,5691357.84198866,,0.0
1374282.6895177,5691332.84198866,1239,1374257.6895177,5691357.84198866,1374307.6895177,5691307.84198866,,0.0
1374282.6895177,5691282.84198866,1240,1374257.6895177,5691307.84198866,1374307.6895177,5691257.84198866,,0.0
1374282.6895177,5691232.84198866,1241,1374257.6895177,5691257.84198866,1374307.6895177,5691207.84198866,,0.0
1374282.6895177,5691182.84198866,1242,1374257.6895177,5691207.84198866,1374307.6895177,5691157.84198866,,0.0
1374282.6895177,5691132.84198866,1243,1374257.6895177,5691157.84198866,1374307.6895177,5691107.84198866,,0.0
1374282.6895177,5691082.84198866,1244,1374257.6895177,5691107.84198866,1374307.6895177,5691057.84198866,,0.0
1374282.6895177,5691032.84198866,1245,1374257.6895177,5691057.84198866,1374307.6895177,5691007.84198866,,0.0
1374282.6895177,5690982.84198866,1246,1374257.6895177,5691007.84198866,1374307.6895177,5690957.84198866,,0.0
1374282.6895177,5690932.84198866,1247,1374257.6895177,5690957.84198866,1374307.6895177,5690907.84198866,,0.0
1374282.6895177,5690882.84198866,1248,1374257.6895177,5690907.84198866,1374307.6895177,5690857.84198866,,0.0
1374282.6895177,5690832.84198866,1249,1374257.6895177,5690857.84198866,1374307.6895177,5690807.84198866,,0.0
