owner,total_photos,city_photos,city_ratio,day_span,classification
29457234@N03,9,9,1.0,0,TOURIST
29544031@N02,4,4,1.0,534,RESIDENT
29569468@N04,29,29,1.0,2,TOURIST
29576390@N04,1,1,1.0,0,TOURIST
29580779@N04,27,27,1.0,2242,RESIDENT
29597780@N06,1,1,1.0,0,TOURIST
29673811@N08,7,7,1.0,0,TOURIST
29757630@N00,3,3,1.0,0,TOURIST
29760208@N05,3,3,1.0,0,TOURIST
29781511@N05,3,3,1.0,0,TOURIST
29795849@N00,4,4,1.0,138,RESIDENT
29814274@N04,2,2,1.0,0,TOURIST
29835059@N00,1,1,1.0,0,TOURIST
29847315@N00,1,1,1.0,0,TOURIST
29858426@N03,20,20,1.0,1927,RESIDENT
29868137@N05,5,5,1.0,0,TOURIST
29904909@N05,1,1,1.0,0,TOURIST
30004891@N00,181,181,1.0,2615,RESIDENT
30005186@N02,1,1,1.0,0,TOURIST
30032196@N04,6,6,1.0,0,TOURIST
30088704@N07,31,31,1.0,2,TOURIST
30113484@N07,2,2,1.0,0,TOURIST
30178831@N02,1,1,1.0,0,TOURIST
30249871@N04,2,2,1.0,0,TOURIST
30324371@N07,2,2,1.0,4,TOURIST
30334572@N08,1,1,1.0,0,TOURIST
30365792@N00,4,4,1.0,0,TOURIST
30443610@N06,7,7,1.0,1762,RESIDENT
30511496@N00,15,15,1.0,5,TOURIST
30512104@N07,5,5,1.0,1,TOURIST
30571787@N00,3,3,1.0,314,RESIDENT
30605144@N00,1,1,1.0,0,TOURIST
30660497@N02,5,5,1.0,0,TOURIST
30663218@N08,1,1,1.0,0,TOURIST
30668772@N02,13,13,1.0,0,TOURIST
30671962@N05,1,1,1.0,0,TOURIST
30725868@N07,5,5,1.0,0,TOURIST
30738927@N06,121,121,1.0,1857,RESIDENT
30766403@N02,1,1,1.0,0,TOURIST
30794760@N07,1,1,1.0,0,TOURIST
30812694@N03,1,1,1.0,0,TOURIST
30891516@N08,56,56,1.0,1,TOURIST
31055085@N03,2,2,1.0,1,TOURIST
31068574@N05,57,57,1.0,0,TOURIST
31143451@N08,9,9,1.0,0,TOURIST
31150609@N05,3,3,1.0,0,TOURIST
31155442@N03,3,3,1.0,1,TOURIST
31241951@N05,2,2,1.0,0,TOURIST
31253157@N07,14,14,1.0,365,RESIDENT
31267382@N07,1,1,1.0,0,TOURIST
31288879@N00,1,1,1.0,0,TOURIST
31302833@N04,4,4,1.0,19,TOURIST
31352659@N06,13,13,1.0,1201,RESIDENT
31412313@N07,5,5,1.0,0,TOURIST
31511754@N00,4,4,1.0,0,TOURIST
31526369@N00,2,2,1.0,0,TOURIST
31599766@N06,1,1,1.0,0,TOURIST
31638810@N00,3,3,1.0,0,TOURIST
31683446@N02,8,8,1.0,9,TOURIST
31696265@N04,2,2,1.0,0,TOURIST
31723282@N06,26,26,1.0,0,TOURIST
31729424@N00,2,2,1.0,0,TOURIST
31735567@N08,1,1,1.0,0,TOURIST
31832047@N06,4,4,1.0,0,TOURIST
31877998@N03,22,22,1.0,10,TOURIST
31937884@N05,2,2,1.0,0,TOURIST
32149255@N04,5,5,1.0,0,TOURIST
32170816@N03,2,2,1.0,0,TOURIST
32191466@N07,1,1,1.0,0,TOURIST
32198418@N08,6,6,1.0,0,TOURIST
32267947@N06,17,17,1.0,0,TOURIST
32286290@N03,1,1,1.0,0,TOURIST
32329639@N00,1,1,1.0,0,TOURIST
32392079@N03,3,3,1.0,0,TOURIST
32514348@N00,1,1,1.0,0,TOURIST
32515924@N03,1,1,1.0,0,TOURIST
32563803@N00,1,1,1.0,0,TOURIST
32565486@N00,2,2,1.0,0,TOURIST
32584973@N03,1,1,1.0,0,TOURIST
32603383@N02,1,1,1.0,0,TOURIST
32688801@N06,8,8,1.0,0,TOURIST
32710287@N05,8,8,1.0,0,TOURIST
32760034@N08,523,523,1.0,3743,RESIDENT
32793090@N00,124,124,1.0,17,TOURIST
32925268@N05,11,11,1.0,333,RESIDENT
32947943@N06,5,5,1.0,350,RESIDENT
32973207@N06,4,4,1.0,0,TOURIST
32980384@N05,10,10,1.0,0,TOURIST
32990395@N05,2,2,1.0,0,TOURIST
33017364@N06,4,4,1.0,0,TOURIST
33053845@N02,1,1,1.0,0,TOURIST
33057199@N03,48,48,1.0,0,TOURIST
33075663@N07,2,2,1.0,0,TOURIST
33132363@N06,2,2,1.0,0,TOURIST
33142493@N02,9,9,1.0,0,TOURIST
33150334@N02,3,3,1.0,0,TOURIST
33195821@N00,2,2,1.0,0,TOURIST
33211027@N05,5,5,1.0,906,RESIDENT
33246283@N00,4,4,1.0,0,TOURIST
33252899@N00,12,12,1.0,1590,RESIDENT
33295221@N04,3,3,1.0,0,TOURIST
33309608@N07,5,5,1.0,0,TOURIST
33493932@N00,6,6,1.0,20,TOURIST
33504042@N04,6,6,1.0,393,RESIDENT
33579264@N04,6,6,1.0,0,TOURIST
33606350@N05,107,107,1.0,322,RESIDENT
33614289@N02,1,1,1.0,0,TOURIST
33634811@N07,6,6,1.0,1,TOURIST
33751082@N06,1,1,1.0,0,TOURIST
33775116@N00,1,1,1.0,0,TOURIST
33830464@N04,139,139,1.0,9,TOURIST
33899822@N07,2,2,1.0,0,TOURIST
33973705@N07,9,9,1.0,732,RESIDENT
34047978@N08,2,2,1.0,0,TOURIST
34094112@N02,3,3,1.0,0,TOURIST
34096574@N06,55,55,1.0,4395,RESIDENT
34225514@N05,12,12,1.0,2,TOURIST
34346180@N00,1,1,1.0,0,TOURIST
34389581@N07,4,4,1.0,1847,RESIDENT
34396697@N00,10,10,1.0,1,TOURIST
34425083@N02,2,2,1.0,0,TOURIST
34427470616@N01,1,1,1.0,0,TOURIST
34482226@N06,1,1,1.0,0,TOURIST
34561662@N05,1,1,1.0,0,TOURIST
34572250@N00,5,5,1.0,3,TOURIST
34592799@N02,1,1,1.0,0,TOURIST
34603112@N00,1,1,1.0,0,TOURIST
34633653@N03,1,1,1.0,0,TOURIST
34640559@N08,1,1,1.0,0,TOURIST
34644705@N06,18,18,1.0,0,TOURIST
34663856@N04,2,2,1.0,0,TOURIST
34695134@N00,1,1,1.0,0,TOURIST
34850917@N04,1,1,1.0,0,TOURIST
34985763@N07,3,3,1.0,0,TOURIST
35103888@N00,2,2,1.0,0,TOURIST
35174585@N05,2,2,1.0,0,TOURIST
35183682@N00,3,3,1.0,2535,RESIDENT
35201330@N04,1,1,1.0,0,TOURIST
35232195@N06,40,40,1.0,4206,RESIDENT
35246517@N03,2,2,1.0,0,TOURIST
35271748@N00,8,8,1.0,0,TOURIST
35309686@N05,5,5,1.0,1,TOURIST
35311836@N07,4,4,1.0,0,TOURIST
35371525@N07,3,3,1.0,0,TOURIST
35380796@N03,4,4,1.0,0,TOURIST
35382636@N05,23,23,1.0,585,RESIDENT
35498711@N04,1,1,1.0,0,TOURIST
35629201@N00,3,3,1.0,0,TOURIST
35634552@N03,1,1,1.0,0,TOURIST
35663034@N06,1,1,1.0,0,TOURIST
35672950@N06,17,17,1.0,0,TOURIST
35686006@N03,3,3,1.0,0,TOURIST
35817781@N05,1,1,1.0,0,TOURIST
35817790@N04,3,3,1.0,960,RESIDENT
35830024@N08,1,1,1.0,0,TOURIST
35857273@N08,8,8,1.0,0,TOURIST
35895492@N05,13,13,1.0,339,RESIDENT
35946983@N00,1,1,1.0,0,TOURIST
35992490@N03,16,16,1.0,0,TOURIST
35994624@N04,2,2,1.0,0,TOURIST
36006839@N07,3,3,1.0,0,TOURIST
36057655@N05,2,2,1.0,0,TOURIST
36072383@N08,2,2,1.0,0,TOURIST
36128990@N02,1,1,1.0,0,TOURIST
36209700@N02,27,27,1.0,0,TOURIST
36320080@N04,13,13,1.0,0,TOURIST
36326099@N05,1,1,1.0,0,TOURIST
36330825967@N01,1,1,1.0,0,TOURIST
36377049@N00,2,2,1.0,0,TOURIST
36416879@N02,10,10,1.0,2,TOURIST
36425438@N04,2,2,1.0,0,TOURIST
36438834@N03,1,1,1.0,0,TOURIST
36516246@N04,6,6,1.0,0,TOURIST
36557347@N00,67,67,1.0,0,TOURIST
36585129@N04,1,1,1.0,0,TOURIST
36585486@N07,8,8,1.0,0,TOURIST
36672122@N05,2,2,1.0,1096,RESIDENT
36721497@N04,2,2,1.0,0,TOURIST
36728969@N07,1,1,1.0,0,TOURIST
36736519@N04,3,3,1.0,0,TOURIST
36749444@N06,29,29,1.0,1,TOURIST
36778621@N06,12,12,1.0,1,TOURIST
36808637@N04,11,11,1.0,1,TOURIST
36866872@N08,8,8,1.0,0,TOURIST
36894632@N05,15,15,1.0,903,RESIDENT
36957368@N00,4,4,1.0,1,TOURIST
36989019@N08,3,3,1.0,0,TOURIST
37015855@N05,4,4,1.0,0,TOURIST
37023841@N00,2,2,1.0,0,TOURIST
37034261@N06,1,1,1.0,0,TOURIST
37137125@N07,5,5,1.0,0,TOURIST
37176070@N08,4,4,1.0,0,TOURIST
37211186@N00,11,11,1.0,3,TOURIST
37283154@N02,6,6,1.0,0,TOURIST
37353145@N05,2,2,1.0,612,RESIDENT
37364468@N00,4,4,1.0,0,TOURIST
37408767@N03,2,2,1.0,0,TOURIST
37417444@N07,1,1,1.0,0,TOURIST
37611396@N00,2,2,1.0,0,TOURIST
37620061@N02,3,3,1.0,497,RESIDENT
37629612@N03,1,1,1.0,0,TOURIST
37659956@N06,54,54,1.0,490,RESIDENT
37759772@N07,15,15,1.0,1,TOURIST
37781180@N00,2,2,1.0,0,TOURIST
37970472@N06,8,8,1.0,0,TOURIST
38245356@N05,1,1,1.0,0,TOURIST
38246540@N00,1,1,1.0,0,TOURIST
38253400@N00,4,4,1.0,0,TOURIST
38368392@N05,37,37,1.0,3,TOURIST
38537692@N05,4,4,1.0,0,TOURIST
38586646@N08,1,1,1.0,0,TOURIST
38588319@N07,7,7,1.0,0,TOURIST
38651045@N08,1,1,1.0,0,TOURIST
38662888@N08,1,1,1.0,0,TOURIST
38693925@N07,1,1,1.0,0,TOURIST
38713651@N06,1,1,1.0,0,TOURIST
38716757@N00,1,1,1.0,0,TOURIST
38782010@N00,1,1,1.0,0,TOURIST
38832602@N00,1,1,1.0,0,TOURIST
38897524@N06,2,2,1.0,0,TOURIST
38955621@N06,1,1,1.0,0,TOURIST
38980154@N08,3,3,1.0,0,TOURIST
39027316@N00,1,1,1.0,0,TOURIST
39035769@N02,1,1,1.0,0,TOURIST
39041248@N03,1,1,1.0,0,TOURIST
39052365@N02,1,1,1.0,0,TOURIST
39069710@N08,1,1,1.0,0,TOURIST
39136124@N00,9,9,1.0,0,TOURIST
39138831@N02,4,4,1.0,0,TOURIST
39151213@N08,218,218,1.0,963,RESIDENT
39206106@N05,3,3,1.0,0,TOURIST
39213037@N03,1,1,1.0,0,TOURIST
39256401@N00,13,13,1.0,4033,RESIDENT
39297918@N04,7,7,1.0,1,TOURIST
39415781@N06,6,6,1.0,0,TOURIST
39634060@N08,1,1,1.0,0,TOURIST
39685874@N00,6,6,1.0,5305,RESIDENT
39696476@N05,3,3,1.0,0,TOURIST
39728445@N00,1,1,1.0,0,TOURIST
39731978@N04,1,1,1.0,0,TOURIST
39814637@N08,8,8,1.0,319,RESIDENT
39828305@N07,6,6,1.0,3,TOURIST
39839593@N00,61,61,1.0,9,TOURIST
39916939@N06,2,2,1.0,0,TOURIST
39918442@N00,2,2,1.0,0,TOURIST
39927145@N05,2,2,1.0,0,TOURIST
40165750@N06,23,23,1.0,1,TOURIST
40271481@N00,2,2,1.0,184,RESIDENT
40425693@N00,3,3,1.0,0,TOURIST
40564282@N03,1,1,1.0,0,TOURIST
40568776@N00,2,2,1.0,0,TOURIST
40607208@N07,1,1,1.0,0,TOURIST
40641714@N07,3,3,1.0,0,TOURIST
40646519@N00,10,10,1.0,1,TOURIST
40685807@N08,2,2,1.0,0,TOURIST
40704852@N06,1,1,1.0,0,TOURIST
40705333@N07,1,1,1.0,0,TOURIST
40799961@N05,1,1,1.0,0,TOURIST
40860814@N05,1,1,1.0,0,TOURIST
40936732@N08,10,10,1.0,3,TOURIST
40941402@N06,1,1,1.0,0,TOURIST
40953925@N08,15,15,1.0,1,TOURIST
41005569@N08,56,56,1.0,3351,RESIDENT
41250522@N06,1,1,1.0,0,TOURIST
41322435@N00,6,6,1.0,1371,RESIDENT
41323159@N04,1,1,1.0,0,TOURIST
41463627@N05,5,5,1.0,0,TOURIST
41488901@N00,4,4,1.0,1,TOURIST
41535816@N04,5,5,1.0,0,TOURIST
41622708@N00,4,4,1.0,0,TOURIST
41633612@N07,2,2,1.0,0,TOURIST
41664993@N05,4,4,1.0,0,TOURIST
41701540@N02,114,114,1.0,3,TOURIST
41722301@N05,2,2,1.0,0,TOURIST
41755871@N06,1,1,1.0,0,TOURIST
41894169878@N01,1,1,1.0,0,TOURIST
41894177916@N01,1,1,1.0,0,TOURIST
41933221@N03,2,2,1.0,0,TOURIST
41953474@N05,1,1,1.0,0,TOURIST
42075732@N04,2,2,1.0,0,TOURIST
42076312@N06,1,1,1.0,0,TOURIST
42118699@N08,1,1,1.0,0,TOURIST
42126887@N00,3,3,1.0,0,TOURIST
42132461@N05,6,6,1.0,0,TOURIST
42205452@N06,1,1,1.0,0,TOURIST
42256789@N04,36,36,1.0,707,RESIDENT
42304105@N07,1,1,1.0,0,TOURIST
42306312@N08,2,2,1.0,0,TOURIST
42321374@N02,2,2,1.0,0,TOURIST
42416576@N03,17,17,1.0,2,TOURIST
42534216@N03,3,3,1.0,1,TOURIST
42539973@N00,5,5,1.0,2,TOURIST
42574877@N06,2,2,1.0,0,TOURIST
42579332@N02,4,4,1.0,0,TOURIST
42653453@N04,2,2,1.0,0,TOURIST
42659866@N02,26,26,1.0,0,TOURIST
42664180@N00,3,3,1.0,866,RESIDENT
42664201@N02,2,2,1.0,0,TOURIST
42738076@N07,3,3,1.0,0,TOURIST
42746605@N04,1,1,1.0,0,TOURIST
42765602@N05,1,1,1.0,0,TOURIST
42903611@N00,5,5,1.0,1148,RESIDENT
42936790@N05,9,9,1.0,2,TOURIST
42956303@N08,2,2,1.0,0,TOURIST
42957889@N05,2,2,1.0,0,TOURIST
42994655@N06,1,1,1.0,0,TOURIST
43056966@N07,13,13,1.0,4439,RESIDENT
43057940@N05,2,2,1.0,0,TOURIST
43058452@N07,1,1,1.0,0,TOURIST
43061974@N06,3,3,1.0,0,TOURIST
43154018@N06,5,5,1.0,2,TOURIST
43184676@N08,8,8,1.0,1,TOURIST
43238092@N07,4,4,1.0,0,TOURIST
43382866@N04,2,2,1.0,0,TOURIST
43403100@N04,1,1,1.0,0,TOURIST
43526665@N04,2,2,1.0,6,TOURIST
43581314@N08,3,3,1.0,2380,RESIDENT
43590692@N08,4,4,1.0,0,TOURIST
43604121@N00,10,10,1.0,0,TOURIST
43830692@N04,2,2,1.0,0,TOURIST
43896498@N03,10,10,1.0,0,TOURIST
43939471@N08,2,2,1.0,0,TOURIST
43982795@N03,1,1,1.0,0,TOURIST
44106584@N00,1,1,1.0,0,TOURIST
44124363356@N01,7,7,1.0,0,TOURIST
44124403839@N01,4,4,1.0,0,TOURIST
44124423673@N01,1,1,1.0,0,TOURIST
44124483712@N01,9,9,1.0,0,TOURIST
44124483743@N01,3,3,1.0,0,TOURIST
44208207@N00,1,1,1.0,0,TOURIST
44290624@N08,1,1,1.0,0,TOURIST
44312671@N03,2,2,1.0,0,TOURIST
44493439@N00,3,3,1.0,0,TOURIST
44496601@N03,2,2,1.0,0,TOURIST
44586749@N07,1,1,1.0,0,TOURIST
44649312@N00,2,2,1.0,0,TOURIST
44655616@N04,14,14,1.0,2,TOURIST
44678979@N02,2,2,1.0,0,TOURIST
44703800@N06,1,1,1.0,0,TOURIST
44726365@N00,2,2,1.0,0,TOURIST
44783592@N07,1,1,1.0,0,TOURIST
44793763@N06,2,2,1.0,0,TOURIST
44809855@N04,1,1,1.0,0,TOURIST
44884174@N08,6,6,1.0,3206,RESIDENT
44932968@N05,3,3,1.0,0,TOURIST
45076505@N06,2,2,1.0,0,TOURIST
45090765@N05,32,32,1.0,5,TOURIST
45236120@N06,1,1,1.0,0,TOURIST
45306685@N05,1,1,1.0,0,TOURIST
45443318@N06,1,1,1.0,0,TOURIST
45459399@N08,3,3,1.0,1516,RESIDENT
45493649@N00,2,2,1.0,0,TOURIST
45555721@N06,5,5,1.0,0,TOURIST
45685195@N04,1,1,1.0,0,TOURIST
45791975@N05,1,1,1.0,0,TOURIST
45898760@N05,1,1,1.0,0,TOURIST
45911728@N04,171,171,1.0,4346,RESIDENT
45923298@N00,4,4,1.0,0,TOURIST
45928922@N03,4,4,1.0,0,TOURIST
45975898@N02,4,4,1.0,0,TOURIST
46042146@N00,1,1,1.0,0,TOURIST
46091340@N07,1,1,1.0,0,TOURIST
46143221@N07,1,1,1.0,0,TOURIST
46150966@N03,2,2,1.0,0,TOURIST
46191841@N00,8,8,1.0,2637,RESIDENT
46222526@N05,3,3,1.0,2,TOURIST
46355338@N00,1,1,1.0,0,TOURIST
46489007@N06,1,1,1.0,0,TOURIST
46662898@N06,7,7,1.0,0,TOURIST
46665679@N03,1,1,1.0,0,TOURIST
46687906@N08,2,2,1.0,0,TOURIST
46700877@N08,7,7,1.0,388,RESIDENT
46810597@N02,23,23,1.0,1,TOURIST
46842884@N08,3,3,1.0,0,TOURIST
46888460@N00,2,2,1.0,0,TOURIST
46975498@N04,56,56,1.0,0,TOURIST
47042005@N02,3,3,1.0,0,TOURIST
47072881@N06,1,1,1.0,0,TOURIST
47173307@N00,7,7,1.0,2021,RESIDENT
47190878@N03,3,3,1.0,0,TOURIST
47246919@N00,3,3,1.0,0,TOURIST
47311741@N07,2,2,1.0,0,TOURIST
47335830@N07,4,4,1.0,1,TOURIST
47360640@N03,6,6,1.0,198,RESIDENT
47446040@N00,1,1,1.0,0,TOURIST
47495910@N05,3,3,1.0,0,TOURIST
47541282@N00,4,4,1.0,1,TOURIST
47565597@N03,7,7,1.0,0,TOURIST
47626306@N00,13,13,1.0,442,RESIDENT
47735313@N04,1,1,1.0,0,TOURIST
47797677@N06,13,13,1.0,0,TOURIST
47850575@N02,3,3,1.0,0,TOURIST
47939277@N05,15,15,1.0,1,TOURIST
47949918@N00,2,2,1.0,0,TOURIST
47956329@N07,4,4,1.0,0,TOURIST
47984293@N04,2,2,1.0,0,TOURIST
48086238@N06,6,6,1.0,0,TOURIST
48272961@N07,7,7,1.0,17,TOURIST
48289187@N00,1,1,1.0,0,TOURIST
48371403@N08,2,2,1.0,0,TOURIST
48408790@N00,2,2,1.0,0,TOURIST
48442973@N08,3,3,1.0,0,TOURIST
48543840@N04,9,9,1.0,8,TOURIST
48549022@N04,2,2,1.0,0,TOURIST
48566331@N06,2,2,1.0,0,TOURIST
48609061@N08,1,1,1.0,0,TOURIST
48627921@N05,25,25,1.0,1,TOURIST
48676770@N06,5,5,1.0,0,TOURIST
48777748@N00,1,1,1.0,0,TOURIST
48783556@N08,3,3,1.0,0,TOURIST
48834832@N07,1,1,1.0,0,TOURIST
48884967@N04,2,2,1.0,0,TOURIST
48894234@N07,1,1,1.0,0,TOURIST
48919176@N05,5,5,1.0,1091,RESIDENT
48957186@N06,4,4,1.0,1,TOURIST
48957749@N00,1,1,1.0,0,TOURIST
49009467@N07,4,4,1.0,3,TOURIST
49010047@N06,5,5,1.0,1,TOURIST
49053145@N00,1,1,1.0,0,TOURIST
49111993@N00,3,3,1.0,0,TOURIST
49159245@N07,3,3,1.0,0,TOURIST
49198643@N00,2,2,1.0,0,TOURIST
49430646@N03,1,1,1.0,0,TOURIST
49433644@N00,5,5,1.0,0,TOURIST
49550796@N08,2,2,1.0,0,TOURIST
49664826@N08,10,10,1.0,727,RESIDENT
49685464@N08,8,8,1.0,0,TOURIST
49704068@N07,4,4,1.0,0,TOURIST
49771033@N00,1,1,1.0,0,TOURIST
49908474@N00,5,5,1.0,0,TOURIST
50012567@N00,3,3,1.0,0,TOURIST
50081844@N04,1,1,1.0,0,TOURIST
50133770@N06,19,19,1.0,1608,RESIDENT
50147158@N02,5,5,1.0,411,RESIDENT
50155751@N08,6,6,1.0,0,TOURIST
50208741@N00,5,5,1.0,17,TOURIST
50224162@N06,1,1,1.0,0,TOURIST
50267281@N07,9,9,1.0,0,TOURIST
50306980@N03,3,3,1.0,0,TOURIST
50378660@N00,2,2,1.0,0,TOURIST
50384120@N00,1,1,1.0,0,TOURIST
50417570@N06,1,1,1.0,0,TOURIST
50481815@N08,1,1,1.0,0,TOURIST
50573990@N02,2,2,1.0,0,TOURIST
50617818@N00,1,1,1.0,0,TOURIST
50694084@N02,5,5,1.0,0,TOURIST
50724945@N04,1,1,1.0,0,TOURIST
50746237@N05,3,3,1.0,0,TOURIST
50808097@N05,1,1,1.0,0,TOURIST
50879678@N03,6,6,1.0,0,TOURIST
50949097@N00,14,14,1.0,2,TOURIST
50968679@N08,1,1,1.0,0,TOURIST
50968842@N04,1,1,1.0,0,TOURIST
50976560@N07,1,1,1.0,0,TOURIST
50994135@N00,1,1,1.0,0,TOURIST
51035756584@N01,1,1,1.0,0,TOURIST
51038094@N04,1,1,1.0,0,TOURIST
51055376@N07,4,4,1.0,0,TOURIST
51150449@N07,2,2,1.0,0,TOURIST
51171536@N06,1,1,1.0,0,TOURIST
51195643@N07,2,2,1.0,0,TOURIST
51240706@N07,6,6,1.0,1,TOURIST
51317088@N00,3,3,1.0,0,TOURIST
51324209@N06,1,1,1.0,0,TOURIST
51389773@N00,1,1,1.0,0,TOURIST
51485383@N02,1,1,1.0,0,TOURIST
51557195@N00,1,1,1.0,0,TOURIST
51637252@N00,8,8,1.0,0,TOURIST
51707647@N05,106,106,1.0,1,TOURIST
51865294@N00,4,4,1.0,0,TOURIST
51903861@N00,1,1,1.0,0,TOURIST
52064266@N07,11,11,1.0,8,TOURIST
52090508@N04,1,1,1.0,0,TOURIST
52119464@N07,1,1,1.0,0,TOURIST
52276266@N07,13,13,1.0,2,TOURIST
52312230@N04,1,1,1.0,0,TOURIST
52382736@N00,13,13,1.0,1498,RESIDENT
52432970@N07,9,9,1.0,29,TOURIST
52487180@N00,4,4,1.0,0,TOURIST
52559257@N02,16,16,1.0,1,TOURIST
52570859@N02,51,51,1.0,4301,RESIDENT
52609214@N05,6,6,1.0,0,TOURIST
52631484@N05,9,9,1.0,440,RESIDENT
52672056@N06,2,2,1.0,1,TOURIST
52673863@N06,1,1,1.0,0,TOURIST
52735661@N00,109,109,1.0,4,TOURIST
52901568@N08,2,2,1.0,0,TOURIST
52946533@N04,2,2,1.0,0,TOURIST
52971398@N00,21,21,1.0,0,TOURIST
53002345@N02,7,7,1.0,0,TOURIST
53003207@N06,3,3,1.0,0,TOURIST
53087819@N00,2,2,1.0,0,TOURIST
53111325@N07,2,2,1.0,0,TOURIST
53196512@N07,2,2,1.0,0,TOURIST
53310215@N03,2,2,1.0,0,TOURIST
53358031@N06,4,4,1.0,0,TOURIST
53405320@N00,1,1,1.0,0,TOURIST
53425100@N04,3,3,1.0,2,TOURIST
53469129@N04,1,1,1.0,0,TOURIST
53478627@N02,4,4,1.0,0,TOURIST
53482656@N00,8,8,1.0,5,TOURIST
53488434@N03,109,109,1.0,1,TOURIST
53536543@N06,1,1,1.0,0,TOURIST
53563237@N08,4,4,1.0,0,TOURIST
53564129@N04,2,2,1.0,0,TOURIST
53597641@N00,1,1,1.0,0,TOURIST
53690113@N05,3,3,1.0,0,TOURIST
53696143@N04,3,3,1.0,0,TOURIST
53699812@N00,11,11,1.0,1092,RESIDENT
53721792@N07,2,2,1.0,0,TOURIST
53766340@N03,3,3,1.0,0,TOURIST
53781067@N07,1,1,1.0,0,TOURIST
53789403@N00,1,1,1.0,0,TOURIST
53914918@N05,1,1,1.0,0,TOURIST
53997105@N00,1,1,1.0,0,TOURIST
54012008@N03,1,1,1.0,0,TOURIST
54024589@N03,4,4,1.0,0,TOURIST
54046108@N00,2,2,1.0,0,TOURIST
54081800@N07,3,3,1.0,0,TOURIST
54131253@N08,5,5,1.0,0,TOURIST
54176263@N05,1,1,1.0,0,TOURIST
54176410@N00,3,3,1.0,0,TOURIST
54224245@N04,1,1,1.0,0,TOURIST
54254274@N02,1,1,1.0,0,TOURIST
54338191@N03,2,2,1.0,1,TOURIST
54339627@N06,1,1,1.0,0,TOURIST
54466564@N07,26,26,1.0,0,TOURIST
54477570@N05,1,1,1.0,0,TOURIST
54491498@N00,6,6,1.0,3,TOURIST
54508523@N04,2,2,1.0,0,TOURIST
54547184@N00,10,10,1.0,0,TOURIST
54566918@N00,5,5,1.0,1,TOURIST
54573174@N08,3,3,1.0,0,TOURIST
54643726@N03,5,5,1.0,0,TOURIST
54745011@N03,1,1,1.0,0,TOURIST
54770037@N08,1,1,1.0,0,TOURIST
54796359@N00,8,8,1.0,0,TOURIST
54945580@N04,230,230,1.0,0,TOURIST
54965006@N05,15,15,1.0,0,TOURIST
55099993@N00,3,3,1.0,0,TOURIST
55216441@N08,2,2,1.0,0,TOURIST
55220073@N03,2,2,1.0,0,TOURIST
55227876@N00,1,1,1.0,0,TOURIST
55293868@N08,2,2,1.0,1,TOURIST
55301650@N06,1,1,1.0,0,TOURIST
55376424@N02,1,1,1.0,0,TOURIST
55391611@N00,2,2,1.0,0,TOURIST
55425409@N00,1,1,1.0,0,TOURIST
55445650@N05,1,1,1.0,0,TOURIST
55493216@N04,6,6,1.0,0,TOURIST
55699398@N08,2,2,1.0,0,TOURIST
55757930@N08,2,2,1.0,0,TOURIST
55774756@N02,44,44,1.0,628,RESIDENT
55827319@N08,1,1,1.0,0,TOURIST
56003185@N03,1,1,1.0,0,TOURIST
56022513@N04,1,1,1.0,0,TOURIST
56065594@N05,1,1,1.0,0,TOURIST
56114672@N04,2,2,1.0,0,TOURIST
56154645@N06,2,2,1.0,0,TOURIST
56303230@N05,47,47,1.0,3,TOURIST
56334128@N07,36,36,1.0,604,RESIDENT
56369834@N00,1,1,1.0,0,TOURIST
56393389@N05,1,1,1.0,0,TOURIST
56424145@N05,4,4,1.0,0,TOURIST
56455999@N06,3,3,1.0,0,TOURIST
56481824@N04,2,2,1.0,0,TOURIST
56515697@N04,5,5,1.0,1,TOURIST
56529078@N04,18,18,1.0,2364,RESIDENT
56561799@N03,4,4,1.0,0,TOURIST
56624285@N03,1,1,1.0,0,TOURIST
56690322@N03,9,9,1.0,0,TOURIST
56813575@N05,1,1,1.0,0,TOURIST
56864336@N08,1,1,1.0,0,TOURIST
56894751@N04,16,16,1.0,241,RESIDENT
57101420@N02,20,20,1.0,1,TOURIST
57183692@N03,2,2,1.0,0,TOURIST
57242015@N04,1,1,1.0,0,TOURIST
57293365@N07,1,1,1.0,0,TOURIST
57316350@N00,2,2,1.0,0,TOURIST
57349111@N08,2,2,1.0,0,TOURIST
57445335@N00,1,1,1.0,0,TOURIST
57453294@N00,3,3,1.0,0,TOURIST
57479300@N02,3,3,1.0,0,TOURIST
57553591@N08,1,1,1.0,0,TOURIST
57673765@N00,8,8,1.0,1035,RESIDENT
57683823@N07,1,1,1.0,0,TOURIST
57795202@N02,2,2,1.0,0,TOURIST
57824319@N02,1,1,1.0,0,TOURIST
57894430@N00,1,1,1.0,0,TOURIST
57908537@N00,1,1,1.0,0,TOURIST
58045643@N03,1,1,1.0,0,TOURIST
58065760@N07,2,2,1.0,0,TOURIST
58277065@N08,8,8,1.0,1,TOURIST
58302975@N02,15,15,1.0,83,TOURIST
58308203@N07,28,28,1.0,2272,RESIDENT
58432659@N03,3,3,1.0,0,TOURIST
58462601@N00,5,5,1.0,0,TOURIST
58530379@N02,4,4,1.0,0,TOURIST
58673443@N03,1,1,1.0,0,TOURIST
58703524@N00,10,10,1.0,0,TOURIST
58755999@N05,14,14,1.0,0,TOURIST
58796820@N04,2,2,1.0,0,TOURIST
